,artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,playlist
113,HONNE,Me & You ◑,0.769,0.546,0,-8.27,0,0.0387,0.645,0.000231,0.0948,0.603,120.22,audio_features,1ITJTMrS4cx8zdlI7DdSoo,spotify:track:1ITJTMrS4cx8zdlI7DdSoo,https://api.spotify.com/v1/tracks/1ITJTMrS4cx8zdlI7DdSoo,https://api.spotify.com/v1/audio-analysis/1ITJTMrS4cx8zdlI7DdSoo,243601,4,Alex
114,Birds Of Tokyo,Lanterns,0.404,0.654,0,-7.894,1,0.0399,0.246,0.049,0.137,0.312,168.428,audio_features,1w1LOtv2BM2C5pK4LG7SJ6,spotify:track:1w1LOtv2BM2C5pK4LG7SJ6,https://api.spotify.com/v1/tracks/1w1LOtv2BM2C5pK4LG7SJ6,https://api.spotify.com/v1/audio-analysis/1w1LOtv2BM2C5pK4LG7SJ6,262814,4,Alex
115,Olivia Rodrigo,good 4 u,0.562,0.643,9,-5.025,1,0.141,0.297,0,0.0848,0.672,166.814,audio_features,6P4d1NWBCNIYZjzF9k1mVN,spotify:track:6P4d1NWBCNIYZjzF9k1mVN,https://api.spotify.com/v1/tracks/6P4d1NWBCNIYZjzF9k1mVN,https://api.spotify.com/v1/audio-analysis/6P4d1NWBCNIYZjzF9k1mVN,178147,4,Alex
116,Kanye West,All Falls Down,0.646,0.691,8,-5.991,0,0.408,0.194,0,0.637,0.538,90.742,audio_features,0vGsFFCP4Z1GNXpZmSMfhf,spotify:track:0vGsFFCP4Z1GNXpZmSMfhf,https://api.spotify.com/v1/tracks/0vGsFFCP4Z1GNXpZmSMfhf,https://api.spotify.com/v1/audio-analysis/0vGsFFCP4Z1GNXpZmSMfhf,221067,4,Alex
117,Olivia Rodrigo,deja vu,0.442,0.596,9,-7.272,1,0.109,0.584,6.62E-06,0.39,0.166,181.278,audio_features,3ucQ4DLpH8RgyzqYBMnDpj,spotify:track:3ucQ4DLpH8RgyzqYBMnDpj,https://api.spotify.com/v1/tracks/3ucQ4DLpH8RgyzqYBMnDpj,https://api.spotify.com/v1/audio-analysis/3ucQ4DLpH8RgyzqYBMnDpj,215507,4,Alex
118,Kanye West,Through The Wire,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21E-06,0.158,0.66,83.089,audio_features,4mmkhcEm1Ljy1U9nwtsxUo,spotify:track:4mmkhcEm1Ljy1U9nwtsxUo,https://api.spotify.com/v1/tracks/4mmkhcEm1Ljy1U9nwtsxUo,https://api.spotify.com/v1/audio-analysis/4mmkhcEm1Ljy1U9nwtsxUo,221227,4,Alex
119,BTS,Dope,0.595,0.89,10,-3.109,0,0.245,0.0486,0,0.32,0.62,154.071,audio_features,7jPCPDYoiaKeK7cgNGpIzq,spotify:track:7jPCPDYoiaKeK7cgNGpIzq,https://api.spotify.com/v1/tracks/7jPCPDYoiaKeK7cgNGpIzq,https://api.spotify.com/v1/audio-analysis/7jPCPDYoiaKeK7cgNGpIzq,240021,4,Alex
120,BTS,Butter,0.759,0.459,8,-5.187,1,0.0948,0.00323,0,0.0906,0.695,109.997,audio_features,1mWdTewIgB3gtBM3TOSFhB,spotify:track:1mWdTewIgB3gtBM3TOSFhB,https://api.spotify.com/v1/tracks/1mWdTewIgB3gtBM3TOSFhB,https://api.spotify.com/v1/audio-analysis/1mWdTewIgB3gtBM3TOSFhB,164442,4,Alex
121,BTS,Dynamite,0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,audio_features,5QDLhrAOJJdNAmCTJ8xMyW,spotify:track:5QDLhrAOJJdNAmCTJ8xMyW,https://api.spotify.com/v1/tracks/5QDLhrAOJJdNAmCTJ8xMyW,https://api.spotify.com/v1/audio-analysis/5QDLhrAOJJdNAmCTJ8xMyW,199054,4,Alex
122,Kanye West,Remote Control,0.792,0.548,4,-7.079,1,0.082,0.0784,7.26E-05,0.167,0.197,110.105,audio_features,45N9i9QraLWD6GW7xBqxnx,spotify:track:45N9i9QraLWD6GW7xBqxnx,https://api.spotify.com/v1/tracks/45N9i9QraLWD6GW7xBqxnx,https://api.spotify.com/v1/audio-analysis/45N9i9QraLWD6GW7xBqxnx,198614,4,Alex
123,EXO-CBX,Hey Mama!,0.532,0.859,1,-4.106,1,0.142,0.0662,0,0.684,0.934,118.919,audio_features,20bWnhRylVPnTpfsuIzorG,spotify:track:20bWnhRylVPnTpfsuIzorG,https://api.spotify.com/v1/tracks/20bWnhRylVPnTpfsuIzorG,https://api.spotify.com/v1/audio-analysis/20bWnhRylVPnTpfsuIzorG,199796,4,Alex
124,BIGBANG,IF YOU,0.669,0.447,1,-6.271,1,0.0305,0.524,0,0.167,0.17,141.808,audio_features,6jjd5vJtgKwzMtxJeTlLqH,spotify:track:6jjd5vJtgKwzMtxJeTlLqH,https://api.spotify.com/v1/tracks/6jjd5vJtgKwzMtxJeTlLqH,https://api.spotify.com/v1/audio-analysis/6jjd5vJtgKwzMtxJeTlLqH,264281,4,Alex
125,Sigala,Easy Love,0.68,0.942,9,-4.208,1,0.0631,0.175,0.0013,0.117,0.647,123.976,audio_features,5s7xgzXtmY4gMjeSlgisjy,spotify:track:5s7xgzXtmY4gMjeSlgisjy,https://api.spotify.com/v1/tracks/5s7xgzXtmY4gMjeSlgisjy,https://api.spotify.com/v1/audio-analysis/5s7xgzXtmY4gMjeSlgisjy,229813,4,Alex
126,BTS,Permission to Dance,0.702,0.741,9,-5.33,1,0.0427,0.00544,0,0.337,0.646,124.925,audio_features,0LThjFY2iTtNdd4wviwVV2,spotify:track:0LThjFY2iTtNdd4wviwVV2,https://api.spotify.com/v1/tracks/0LThjFY2iTtNdd4wviwVV2,https://api.spotify.com/v1/audio-analysis/0LThjFY2iTtNdd4wviwVV2,187585,4,Alex
127,Olivia Rodrigo,drivers license,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42E-05,0.106,0.137,143.875,audio_features,5wANPM4fQCJwkGd4rN57mH,spotify:track:5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013,4,Alex
128,Olivia Rodrigo,"1 step forward, 3 steps back",0.473,0.203,2,-12.627,1,0.102,0.941,0,0.126,0.419,168.884,audio_features,4wcBRRpIfesgcyUtis7PEg,spotify:track:4wcBRRpIfesgcyUtis7PEg,https://api.spotify.com/v1/tracks/4wcBRRpIfesgcyUtis7PEg,https://api.spotify.com/v1/audio-analysis/4wcBRRpIfesgcyUtis7PEg,163587,4,Alex
129,Justin Bieber,Love Yourself,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,audio_features,50kpGaPAhYJ3sGmk6vplg0,spotify:track:50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0,233720,4,Alex
130,Khalid,Talk,0.9,0.4,0,-8.443,1,0.124,0.0501,0,0.0876,0.338,136.001,audio_features,0rTV5WefWd1J3OwIheTzxM,spotify:track:0rTV5WefWd1J3OwIheTzxM,https://api.spotify.com/v1/tracks/0rTV5WefWd1J3OwIheTzxM,https://api.spotify.com/v1/audio-analysis/0rTV5WefWd1J3OwIheTzxM,197487,4,Alex
131,Kanye West,Closed On Sunday,0.799,0.291,11,-7.353,0,0.0318,0.873,0.000641,0.139,0.406,97.984,audio_features,3JWiDGQX2eTlFvKj3Yssj3,spotify:track:3JWiDGQX2eTlFvKj3Yssj3,https://api.spotify.com/v1/tracks/3JWiDGQX2eTlFvKj3Yssj3,https://api.spotify.com/v1/audio-analysis/3JWiDGQX2eTlFvKj3Yssj3,151873,4,Alex
132,Kanye West,God Is,0.656,0.637,1,-3.867,1,0.0256,0.34,0,0.187,0.267,105.037,audio_features,6xRWoYwfwIKnT8bQGzKbxR,spotify:track:6xRWoYwfwIKnT8bQGzKbxR,https://api.spotify.com/v1/tracks/6xRWoYwfwIKnT8bQGzKbxR,https://api.spotify.com/v1/audio-analysis/6xRWoYwfwIKnT8bQGzKbxR,203141,4,Alex
133,Rihanna,FourFiveSeconds,0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,audio_features,78TTtXnFQPzwqlbtbwqN0y,spotify:track:78TTtXnFQPzwqlbtbwqN0y,https://api.spotify.com/v1/tracks/78TTtXnFQPzwqlbtbwqN0y,https://api.spotify.com/v1/audio-analysis/78TTtXnFQPzwqlbtbwqN0y,188238,4,Alex
134,Kanye West,Heartless,0.79,0.647,10,-5.983,0,0.136,0.0515,0,0.248,0.654,87.999,audio_features,4EWCNWgDS8707fNSZ1oaA5,spotify:track:4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/tracks/4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/audio-analysis/4EWCNWgDS8707fNSZ1oaA5,211000,4,Alex
135,Kanye West,Only One,0.732,0.243,0,-6.023,1,0.0435,0.939,0,0.111,0.106,102.087,audio_features,0j35X8cTq543QDYLOyqB8W,spotify:track:0j35X8cTq543QDYLOyqB8W,https://api.spotify.com/v1/tracks/0j35X8cTq543QDYLOyqB8W,https://api.spotify.com/v1/audio-analysis/0j35X8cTq543QDYLOyqB8W,280227,4,Alex
136,The Beatles,Hey Jude,0.462,0.632,5,-7.438,1,0.0248,0.091,0,0.397,0.585,74.268,audio_features,1eT2CjXwFXNx6oY5ydvzKU,spotify:track:1eT2CjXwFXNx6oY5ydvzKU,https://api.spotify.com/v1/tracks/1eT2CjXwFXNx6oY5ydvzKU,https://api.spotify.com/v1/audio-analysis/1eT2CjXwFXNx6oY5ydvzKU,238854,4,Alex
137,"Earth, Wind & Fire",September,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,audio_features,2grjqo0Frpf2okIBiifQKs,spotify:track:2grjqo0Frpf2okIBiifQKs,https://api.spotify.com/v1/tracks/2grjqo0Frpf2okIBiifQKs,https://api.spotify.com/v1/audio-analysis/2grjqo0Frpf2okIBiifQKs,215093,4,Alex
138,Khalid,Young Dumb & Broke,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66E-05,0.165,0.394,136.948,audio_features,5Z3GHaZ6ec9bsiI5BenrbY,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,202547,4,Alex
139,Khalid,Better,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,audio_features,6zeeWid2sgw4lap2jV61PZ,spotify:track:6zeeWid2sgw4lap2jV61PZ,https://api.spotify.com/v1/tracks/6zeeWid2sgw4lap2jV61PZ,https://api.spotify.com/v1/audio-analysis/6zeeWid2sgw4lap2jV61PZ,229320,4,Alex
140,John Newman,Love Me Again,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,audio_features,5TbzAWWc5eJaANpA9kfGCd,spotify:track:5TbzAWWc5eJaANpA9kfGCd,https://api.spotify.com/v1/tracks/5TbzAWWc5eJaANpA9kfGCd,https://api.spotify.com/v1/audio-analysis/5TbzAWWc5eJaANpA9kfGCd,239894,4,Alex
141,Daniel Caesar,Streetcar,0.41,0.298,3,-11.796,1,0.0473,0.721,0,0.158,0.142,109.651,audio_features,7Cu2COdH93MnuireuKNiS3,spotify:track:7Cu2COdH93MnuireuKNiS3,https://api.spotify.com/v1/tracks/7Cu2COdH93MnuireuKNiS3,https://api.spotify.com/v1/audio-analysis/7Cu2COdH93MnuireuKNiS3,246972,3,Alex
142,Daniel Caesar,Best Part (feat. H.E.R.),0.473,0.371,4,-10.219,0,0.0405,0.793,0,0.109,0.413,75.205,audio_features,4OBZT9EnhYIV17t4pGw7ig,spotify:track:4OBZT9EnhYIV17t4pGw7ig,https://api.spotify.com/v1/tracks/4OBZT9EnhYIV17t4pGw7ig,https://api.spotify.com/v1/audio-analysis/4OBZT9EnhYIV17t4pGw7ig,209400,4,Alex
143,Zion.T,Hello Tutorial,0.739,0.348,0,-7.477,1,0.0613,0.675,0,0.326,0.498,98.047,audio_features,36UcoqH2P24RtSGbLKLK3w,spotify:track:36UcoqH2P24RtSGbLKLK3w,https://api.spotify.com/v1/tracks/36UcoqH2P24RtSGbLKLK3w,https://api.spotify.com/v1/audio-analysis/36UcoqH2P24RtSGbLKLK3w,202343,4,Alex
144,Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",0.675,0.597,5,-11.329,1,0.0337,0.0534,0,0.0986,0.828,108.875,audio_features,2eF8pWbiivYsYRpbntYsnc,spotify:track:2eF8pWbiivYsYRpbntYsnc,https://api.spotify.com/v1/tracks/2eF8pWbiivYsYRpbntYsnc,https://api.spotify.com/v1/audio-analysis/2eF8pWbiivYsYRpbntYsnc,161160,4,Alex
145,Olivia Rodrigo,traitor,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,audio_features,5CZ40GBx1sQ9agT82CLQCT,spotify:track:5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/tracks/5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/audio-analysis/5CZ40GBx1sQ9agT82CLQCT,229227,4,Alex
146,Bruno Mars,Grenade - Acoustic,0.639,0.393,2,-6.314,0,0.0309,0.819,0,0.0891,0.363,97.917,audio_features,7Cj2tT0m2SBeIO1PsGfk8A,spotify:track:7Cj2tT0m2SBeIO1PsGfk8A,https://api.spotify.com/v1/tracks/7Cj2tT0m2SBeIO1PsGfk8A,https://api.spotify.com/v1/audio-analysis/7Cj2tT0m2SBeIO1PsGfk8A,249535,4,Alex
147,Bruno Mars,Just the Way You Are,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,audio_features,7BqBn9nzAq8spo5e7cZ0dJ,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,220734,4,Alex
148,Daniel Caesar,Blessed,0.448,0.263,11,-11.98,1,0.0373,0.824,1.91E-06,0.106,0.451,109.889,audio_features,0KyzXQhY2yzcb1FYCHkZc2,spotify:track:0KyzXQhY2yzcb1FYCHkZc2,https://api.spotify.com/v1/tracks/0KyzXQhY2yzcb1FYCHkZc2,https://api.spotify.com/v1/audio-analysis/0KyzXQhY2yzcb1FYCHkZc2,241371,1,Alex
149,Daniel Caesar,LOVE AGAIN,0.553,0.441,5,-6.411,1,0.0918,0.41,2.57E-06,0.107,0.525,76.988,audio_features,2fhePAlCSsJplwkjqMYpVm,spotify:track:2fhePAlCSsJplwkjqMYpVm,https://api.spotify.com/v1/tracks/2fhePAlCSsJplwkjqMYpVm,https://api.spotify.com/v1/audio-analysis/2fhePAlCSsJplwkjqMYpVm,214278,4,Alex
150,Justin Bieber,Intentions - Acoustic,0.711,0.411,9,-6.657,1,0.035,0.594,0,0.0903,0.791,73.997,audio_features,6VkmdRz8YgHFQV3ZNTJAWU,spotify:track:6VkmdRz8YgHFQV3ZNTJAWU,https://api.spotify.com/v1/tracks/6VkmdRz8YgHFQV3ZNTJAWU,https://api.spotify.com/v1/audio-analysis/6VkmdRz8YgHFQV3ZNTJAWU,160612,4,Alex
151,The Jackson 5,I Want You Back,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,audio_features,5LxvwujISqiB8vpRYv887S,spotify:track:5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/tracks/5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/audio-analysis/5LxvwujISqiB8vpRYv887S,176333,4,Alex
152,ABBA,Dancing Queen,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,audio_features,0GjEhVFGZW8afUYGChu3Rr,spotify:track:0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/audio-analysis/0GjEhVFGZW8afUYGChu3Rr,230400,4,Alex
153,Journey,Don't Stop Believin',0.5,0.748,4,-9.072,1,0.0363,0.127,0,0.447,0.514,118.852,audio_features,4bHsxqR3GMrXTxEPLuK5ue,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,https://api.spotify.com/v1/tracks/4bHsxqR3GMrXTxEPLuK5ue,https://api.spotify.com/v1/audio-analysis/4bHsxqR3GMrXTxEPLuK5ue,250987,4,Alex
154,Rascal Flatts,Life is a Highway,0.562,0.934,5,-5.562,1,0.0607,0.00211,0,0.199,0.558,103.042,audio_features,5gB2IrxOCX2j9bMnHKP38i,spotify:track:5gB2IrxOCX2j9bMnHKP38i,https://api.spotify.com/v1/tracks/5gB2IrxOCX2j9bMnHKP38i,https://api.spotify.com/v1/audio-analysis/5gB2IrxOCX2j9bMnHKP38i,275640,4,Alex
155,The White Stripes,Seven Nation Army,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,audio_features,3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,232107,4,Alex
156,HONNE,Day 1 ◑,0.503,0.581,6,-7.007,1,0.0881,0.21,0.000708,0.257,0.633,94.555,audio_features,6ZzYETKetIfNUsZUb23jgG,spotify:track:6ZzYETKetIfNUsZUb23jgG,https://api.spotify.com/v1/tracks/6ZzYETKetIfNUsZUb23jgG,https://api.spotify.com/v1/audio-analysis/6ZzYETKetIfNUsZUb23jgG,233601,4,Alex
157,Jonas Blue,Mama - Acoustic,0.564,0.364,10,-5.845,0,0.0631,0.759,0,0.0839,0.591,86.538,audio_features,3VOtM6x5KXZuxSzHaaf9oO,spotify:track:3VOtM6x5KXZuxSzHaaf9oO,https://api.spotify.com/v1/tracks/3VOtM6x5KXZuxSzHaaf9oO,https://api.spotify.com/v1/audio-analysis/3VOtM6x5KXZuxSzHaaf9oO,192277,4,Ryan
158,Jooyoung,Same as you,0.701,0.519,1,-6.382,1,0.0516,0.314,0,0.207,0.498,89.977,audio_features,0wpskpgrWHEDWjPgkddspN,spotify:track:0wpskpgrWHEDWjPgkddspN,https://api.spotify.com/v1/tracks/0wpskpgrWHEDWjPgkddspN,https://api.spotify.com/v1/audio-analysis/0wpskpgrWHEDWjPgkddspN,223044,4,Ryan
159,Nightwish,The Poet And The Pendulum,0.309,0.74,7,-5.917,0,0.0456,0.00854,0.0258,0.119,0.166,144.861,audio_features,2XD4JzbZWRuRKzzCi5Cocm,spotify:track:2XD4JzbZWRuRKzzCi5Cocm,https://api.spotify.com/v1/tracks/2XD4JzbZWRuRKzzCi5Cocm,https://api.spotify.com/v1/audio-analysis/2XD4JzbZWRuRKzzCi5Cocm,834720,4,Ryan
160,Ed Sheeran,Afire Love,0.552,0.637,5,-6.568,1,0.0445,0.464,1.63E-05,0.136,0.333,97.97,audio_features,12B0Twa9kRz45Xw2PgXHJm,spotify:track:12B0Twa9kRz45Xw2PgXHJm,https://api.spotify.com/v1/tracks/12B0Twa9kRz45Xw2PgXHJm,https://api.spotify.com/v1/audio-analysis/12B0Twa9kRz45Xw2PgXHJm,314280,4,Ryan
161,Linkin Park,Given Up,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,audio_features,1fLlRApgzxWweF1JTf8yM5,spotify:track:1fLlRApgzxWweF1JTf8yM5,https://api.spotify.com/v1/tracks/1fLlRApgzxWweF1JTf8yM5,https://api.spotify.com/v1/audio-analysis/1fLlRApgzxWweF1JTf8yM5,189293,4,Ryan
162,He Is We,All About Us,0.564,0.534,4,-6.05,1,0.0238,0.28,0,0.121,0.409,85.964,audio_features,2185NMvk68x92ygV1iP89F,spotify:track:2185NMvk68x92ygV1iP89F,https://api.spotify.com/v1/tracks/2185NMvk68x92ygV1iP89F,https://api.spotify.com/v1/audio-analysis/2185NMvk68x92ygV1iP89F,206533,4,Ryan
163,Ed Sheeran,Take It Back,0.754,0.613,5,-6.342,1,0.229,0.318,0,0.335,0.904,113.196,audio_features,2dmOWlEHrP266Qgz6wnUrd,spotify:track:2dmOWlEHrP266Qgz6wnUrd,https://api.spotify.com/v1/tracks/2dmOWlEHrP266Qgz6wnUrd,https://api.spotify.com/v1/audio-analysis/2dmOWlEHrP266Qgz6wnUrd,208400,4,Ryan
164,Defqwop,Heart Afire,0.414,0.708,0,-4.181,0,0.0912,0.0316,0,0.0623,0.392,199.9,audio_features,0JQjr0kpluPAuskMPHjqh3,spotify:track:0JQjr0kpluPAuskMPHjqh3,https://api.spotify.com/v1/tracks/0JQjr0kpluPAuskMPHjqh3,https://api.spotify.com/v1/audio-analysis/0JQjr0kpluPAuskMPHjqh3,240039,4,Ryan
165,SEVENTEEN,Mansae,0.749,0.955,7,-1.767,1,0.0867,0.0547,0,0.112,0.761,111.96,audio_features,5rIsrawNyPv1q8v11iwJsh,spotify:track:5rIsrawNyPv1q8v11iwJsh,https://api.spotify.com/v1/tracks/5rIsrawNyPv1q8v11iwJsh,https://api.spotify.com/v1/audio-analysis/5rIsrawNyPv1q8v11iwJsh,186875,4,Ryan
166,Nightwish,End Of All Hope,0.477,0.946,5,-6.734,1,0.0423,6.14E-05,0.0271,0.333,0.563,79.948,audio_features,3vm2YWzVKrIaWXZcmEIFdP,spotify:track:3vm2YWzVKrIaWXZcmEIFdP,https://api.spotify.com/v1/tracks/3vm2YWzVKrIaWXZcmEIFdP,https://api.spotify.com/v1/audio-analysis/3vm2YWzVKrIaWXZcmEIFdP,233800,4,Ryan
167,Within Temptation,Angels,0.493,0.865,7,-4.71,0,0.0357,0.286,0,0.152,0.192,90.979,audio_features,50A75OZiqGkRdF904sRQXg,spotify:track:50A75OZiqGkRdF904sRQXg,https://api.spotify.com/v1/tracks/50A75OZiqGkRdF904sRQXg,https://api.spotify.com/v1/audio-analysis/50A75OZiqGkRdF904sRQXg,242440,4,Ryan
168,John Mayer,Slow Dancing in a Burning Room,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,audio_features,2jdAk8ATWIL3dwT47XpRfu,spotify:track:2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/tracks/2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/audio-analysis/2jdAk8ATWIL3dwT47XpRfu,242000,5,Ryan
169,Porcelain Black,One Woman Army,0.592,0.842,1,-6.421,0,0.11,0.0661,0,0.313,0.708,121.077,audio_features,6SUHMSU9EBORT2fskEirQE,spotify:track:6SUHMSU9EBORT2fskEirQE,https://api.spotify.com/v1/tracks/6SUHMSU9EBORT2fskEirQE,https://api.spotify.com/v1/audio-analysis/6SUHMSU9EBORT2fskEirQE,216756,4,Ryan
170,Children Of Bodom,Oops!...I Did It Again,0.624,0.857,0,-4.444,1,0.0585,0.00185,0.00358,0.245,0.435,104.977,audio_features,22sZ8JkpfLH5a2nH05Wk8x,spotify:track:22sZ8JkpfLH5a2nH05Wk8x,https://api.spotify.com/v1/tracks/22sZ8JkpfLH5a2nH05Wk8x,https://api.spotify.com/v1/audio-analysis/22sZ8JkpfLH5a2nH05Wk8x,200880,4,Ryan
171,Gallant,Weight in Gold,0.38,0.438,5,-5.526,0,0.0962,0.0259,1.29E-05,0.154,0.349,179.404,audio_features,1gXBi2I04CLJkTQnhNfEJT,spotify:track:1gXBi2I04CLJkTQnhNfEJT,https://api.spotify.com/v1/tracks/1gXBi2I04CLJkTQnhNfEJT,https://api.spotify.com/v1/audio-analysis/1gXBi2I04CLJkTQnhNfEJT,203813,3,Ryan
172,Gallant,Talking to Myself,0.628,0.485,0,-6.02,1,0.0733,0.0101,3.79E-06,0.113,0.54,119.879,audio_features,5ivOiIOSkypt3P1jqjlmcf,spotify:track:5ivOiIOSkypt3P1jqjlmcf,https://api.spotify.com/v1/tracks/5ivOiIOSkypt3P1jqjlmcf,https://api.spotify.com/v1/audio-analysis/5ivOiIOSkypt3P1jqjlmcf,237560,4,Ryan
173,Children Of Bodom,Downfall,0.439,0.951,3,-3.69,1,0.0569,0.00116,0.899,0.0926,0.247,99.533,audio_features,0GPErTOWivSx5biNCbw4OL,spotify:track:0GPErTOWivSx5biNCbw4OL,https://api.spotify.com/v1/tracks/0GPErTOWivSx5biNCbw4OL,https://api.spotify.com/v1/audio-analysis/0GPErTOWivSx5biNCbw4OL,280547,4,Ryan
174,Children Of Bodom,Bed Of Razors,0.394,0.971,2,-3.104,0,0.0588,0.00115,0.54,0.165,0.335,138.702,audio_features,0TuQ4wmBzjFFewYkYv3Cdx,spotify:track:0TuQ4wmBzjFFewYkYv3Cdx,https://api.spotify.com/v1/tracks/0TuQ4wmBzjFFewYkYv3Cdx,https://api.spotify.com/v1/audio-analysis/0TuQ4wmBzjFFewYkYv3Cdx,235867,4,Ryan
175,Within Temptation,Hand of Sorrow,0.502,0.954,5,-3.86,0,0.111,0.0223,0.000186,0.135,0.199,126.934,audio_features,61i8W3gHpGUAIDlQj5UUAE,spotify:track:61i8W3gHpGUAIDlQj5UUAE,https://api.spotify.com/v1/tracks/61i8W3gHpGUAIDlQj5UUAE,https://api.spotify.com/v1/audio-analysis/61i8W3gHpGUAIDlQj5UUAE,335680,4,Ryan
176,Within Temptation,Angels,0.341,0.867,7,-4.727,0,0.0492,0.293,0,0.257,0.2,182.023,audio_features,3TEwbiC0GhIRStn3Eabtu7,spotify:track:3TEwbiC0GhIRStn3Eabtu7,https://api.spotify.com/v1/tracks/3TEwbiC0GhIRStn3Eabtu7,https://api.spotify.com/v1/audio-analysis/3TEwbiC0GhIRStn3Eabtu7,240440,4,Ryan
177,Mr. Talkbox,Funkadelic Sound,0.79,0.718,9,-3.207,0,0.0562,0.0647,1.01E-05,0.381,0.869,129.117,audio_features,6EqhL2LqkxKvl238nvt3rK,spotify:track:6EqhL2LqkxKvl238nvt3rK,https://api.spotify.com/v1/tracks/6EqhL2LqkxKvl238nvt3rK,https://api.spotify.com/v1/audio-analysis/6EqhL2LqkxKvl238nvt3rK,202176,4,Ryan
178,Within Temptation,A Dangerous Mind,0.365,0.894,6,-5.491,0,0.0728,0.0711,0.000378,0.135,0.476,180.212,audio_features,58HW5SrzfLyjKPYPRjAKwr,spotify:track:58HW5SrzfLyjKPYPRjAKwr,https://api.spotify.com/v1/tracks/58HW5SrzfLyjKPYPRjAKwr,https://api.spotify.com/v1/audio-analysis/58HW5SrzfLyjKPYPRjAKwr,256533,4,Ryan
179,Ed Sheeran,Perfect,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,audio_features,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,263400,3,Ryan
180,James Arthur,Say You Won't Let Go,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,211467,4,Ryan
